Brand,Model,Engine,Segment,Year,Mileage,Province,Price,Color
Toyota,Altis,1.6,C-Segment,2009,"260,000",กรุงเทพมหานคร,"229,000",Silver
Toyota,Vios,1.5,B-Segment,2009,"220,000",เชียงใหม่,"229,000",Gold
Toyota,Altis,1.6,C-Segment,2009,"200,000",กรุงเทพมหานคร,"229,000",Brown
Toyota,Altis,1.6,C-Segment,2009,"160,000",นนทบุรี,"230,000",White
Honda,City,1.5,B-Segment,2009,"205,696",กรุงเทพมหานคร,"235,000",Gray
Honda,City,1.5,B-Segment,2009,"145,000",กรุงเทพมหานคร,"235,000",Silver
Honda,City,1.5,B-Segment,2009,"170,487",กรุงเทพมหานคร,"238,000",Black
Toyota,Yaris,1.5,Eco Car,2009,"220,000",นนทบุรี,"239,000",White
Toyota,Yaris,1.5,Eco Car,2009,"200,000",สมุทรสาคร,"239,000",White
Honda,City,1.5,B-Segment,2009,"150,000",กรุงเทพมหานคร,"239,000",Gray
Toyota,Vios,1.5,B-Segment,2009,"109,000",กรุงเทพมหานคร,"239,000",Gray
Toyota,Vios,1.5,B-Segment,2009,"95,000",กรุงเทพมหานคร,"239,000",Gray
Toyota,Vios,1.5,B-Segment,2009,"160,000",กรุงเทพมหานคร,"239,000",Silver
Toyota,Altis,1.6,C-Segment,2009,"159,428",กรุงเทพมหานคร,"239,000",Silver
Toyota,Altis,1.6,C-Segment,2009,"159,428",กรุงเทพมหานคร,"239,000",Silver
Honda,City,1.5,B-Segment,2009,"260,192",สมุทรสาคร,"239,000",Gold
Toyota,Vios,1.5,B-Segment,2009,"143,000",เชียงใหม่,"239,000",Brown
Honda,City,1.5,B-Segment,2009,"240,000",กรุงเทพมหานคร,"239,000",Red
Toyota,Yaris,1.5,Eco Car,2009,"250,582",กรุงเทพมหานคร,"239,000",Red
Honda,Jazz,1.5,B-Segment,2009,"175,000",กรุงเทพมหานคร,"245,000",Yellow
Honda,City,1.5,B-Segment,2009,"133,670",สงขลา,"248,000",Gray
Toyota,Vios,1.5,B-Segment,2009,"99,000",กรุงเทพมหานคร,"249,000",White
Toyota,Vios,1.5,B-Segment,2009,"110,000",กรุงเทพมหานคร,"249,000",White
Nissan,Teana,2.0,D-Segment,2009,"133,670",กรุงเทพมหานคร,"249,000",Black
Toyota,Vios,1.5,B-Segment,2009,"200,000",นครราชสีมา,"249,000",Black
Honda,City,1.5,B-Segment,2009,"145,000",กรุงเทพมหานคร,"249,000",Black
Honda,City,1.5,B-Segment,2009,"166,431",กรุงเทพมหานคร,"249,000",Gray
Honda,Jazz,1.5,B-Segment,2009,"265,126",กรุงเทพมหานคร,"249,000",Silver
Honda,City,1.5,B-Segment,2009,"133,670",สมุทรปราการ,"250,000",White
Honda,City,1.5,B-Segment,2009,"182,588",ชลบุรี,"252,000",Blue
Nissan,Teana,2.0,D-Segment,2009,"133,670",กรุงเทพมหานคร,"255,000",Black
Honda,City,1.5,B-Segment,2009,"160,000",เชียงใหม่,"255,000",Silver
Honda,City,1.5,B-Segment,2009,"123,565",กรุงเทพมหานคร,"257,000",Gray
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"258,000",Black
Honda,Civic,1.8,C-Segment,2009,"226,010",กรุงเทพมหานคร,"258,000",Gray
Honda,Civic,1.8,C-Segment,2009,"188,000",กรุงเทพมหานคร,"259,000",Black
Honda,Civic,1.8,C-Segment,2009,"180,000",กรุงเทพมหานคร,"259,000",Gray
Honda,Civic,1.8,C-Segment,2009,"140,000",ปทุมธานี,"259,000",Silver
Honda,Jazz,1.5,B-Segment,2009,"353,000",สมุทรปราการ,"259,000",White
Honda,City,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"259,000",White
Mitsubishi,Lancer Ex,2.0,C-Segment,2009,"298,545",เชียงใหม่,"259,000",Black
Honda,City,1.5,B-Segment,2009,"133,670",สมุทรปราการ,"259,000",Black
Honda,City,1.5,B-Segment,2009,"170,000",ลำปาง,"259,000",Gray
Honda,City,1.5,B-Segment,2009,"133,670",กระบี่,"259,000",Gray
Toyota,Vios,1.5,B-Segment,2009,"210,000",กรุงเทพมหานคร,"259,000",Gray
Honda,City,1.5,B-Segment,2009,"165,000",ปทุมธานี,"259,000",Silver
Honda,City,1.5,B-Segment,2009,"165,000",ปทุมธานี,"259,000",Silver
Honda,City,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"259,000",Silver
Honda,Jazz,1.5,B-Segment,2009,"160,000",กรุงเทพมหานคร,"259,000",Blue
Honda,Jazz,1.5,B-Segment,2009,"115,393",เชียงใหม่,"259,000",Cyan
Toyota,Altis,1.6,C-Segment,2009,"134,000",นนทบุรี,"260,000",White
Honda,City,1.5,B-Segment,2009,"133,670",นครราชสีมา,"260,000",Black
Honda,Civic,1.8,C-Segment,2009,"312,258",กรุงเทพมหานคร,"264,000",Black
Honda,Civic,1.8,C-Segment,2009,"250,000",พระนครศรีอยุธยา,"265,000",Black
Honda,Civic,1.8,C-Segment,2009,"133,670",นครปฐม,"265,000",Silver
Honda,City,1.5,B-Segment,2009,"100,000",กรุงเทพมหานคร,"265,000",Black
Honda,City,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"267,000",Black
Honda,Civic,1.8,C-Segment,2009,"150,000",กรุงเทพมหานคร,"268,000",Black
Honda,Jazz,1.5,B-Segment,2009,"180,000",กรุงเทพมหานคร,"268,000",White
Honda,Civic,1.8,C-Segment,2009,"135,000",กรุงเทพมหานคร,"269,000",Gray
Toyota,Altis,1.6,C-Segment,2009,"179,692",กรุงเทพมหานคร,"269,000",White
Honda,Jazz,1.5,B-Segment,2009,"130,000",เชียงใหม่,"269,000",White
Honda,Jazz,1.5,B-Segment,2009,"130,000",เชียงใหม่,"269,000",White
Honda,Jazz,1.5,B-Segment,2009,"180,000",ปทุมธานี,"269,000",White
Honda,Jazz,1.5,B-Segment,2009,"143,779",ชัยนาท,"269,000",Black
Honda,Jazz,1.5,B-Segment,2009,"133,670",พิษณุโลก,"269,000",Black
Honda,Jazz,1.5,B-Segment,2009,"130,576",ชลบุรี,"269,000",Black
Honda,City,1.5,B-Segment,2009,"129,129",นครราชสีมา,"269,000",Black
Nissan,Teana,2.0,D-Segment,2009,"140,000",สมุทรปราการ,"269,000",Black
Honda,City,1.5,B-Segment,2009,"146,852",ลำปาง,"269,000",Gray
Honda,City,1.5,B-Segment,2009,"147,000",กรุงเทพมหานคร,"269,000",Gray
Honda,Jazz,1.5,B-Segment,2009,"118,000",กรุงเทพมหานคร,"269,000",Gray
Toyota,Altis,1.8,C-Segment,2009,"180,111",ภูเก็ต,"269,000",Gray
Honda,Jazz,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"269,000",Silver
Honda,Jazz,1.5,B-Segment,2009,"170,000",กรุงเทพมหานคร,"269,000",Blue
Honda,Jazz,1.5,B-Segment,2009,"233,000",พระนครศรีอยุธยา,"275,000",White
Honda,City,1.5,B-Segment,2009,"160,000",นครราชสีมา,"275,000",Black
Nissan,Teana,2.5,D-Segment,2009,"133,670",นครปฐม,"275,000",Black
Honda,Civic,1.8,C-Segment,2009,"150,000",กรุงเทพมหานคร,"278,000",Gray
Honda,Civic,1.8,C-Segment,2009,"120,000",กรุงเทพมหานคร,"278,000",Silver
Honda,Jazz,1.5,B-Segment,2009,"100,000",กรุงเทพมหานคร,"278,000",White
Honda,Civic,1.8,C-Segment,2009,"222,494",ปทุมธานี,"279,000",Black
Toyota,Altis,2.0,C-Segment,2009,"170,000",นครราชสีมา,"279,000",White
Honda,Jazz,1.5,B-Segment,2009,"130,000",กรุงเทพมหานคร,"279,000",White
Honda,City,1.5,B-Segment,2009,"60,000",กรุงเทพมหานคร,"279,000",Silver
Mitsubishi,Lancer,2.0,B-Segment,2009,"196,994",กรุงเทพมหานคร,"280,000",Black
Mitsubishi,Lancer,2.0,B-Segment,2009,"196,994",กรุงเทพมหานคร,"280,000",Black
Nissan,Teana,2.0,D-Segment,2009,"292,022",ชลบุรี,"280,000",Silver
Nissan,Teana,2.0,D-Segment,2009,"292,022",ชลบุรี,"280,000",Silver
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"285,000",Silver
Nissan,Teana,2.0,D-Segment,2009,"87,309",กรุงเทพมหานคร,"285,000",Gray
Toyota,Camry,2.0,D-Segment,2009,"286,891",ราชบุรี,"285,000",Gray
Honda,Jazz,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"285,000",Silver
Toyota,Camry,2.4,D-Segment,2009,"230,000",กรุงเทพมหานคร,"285,000",Gold
Honda,Jazz,1.5,B-Segment,2009,"133,670",สุพรรณบุรี,"285,000",Cyan
Honda,Jazz,1.5,B-Segment,2009,"161,850",ลพบุรี,"288,000",White
Honda,Jazz,1.5,B-Segment,2009,"133,670",เชียงใหม่,"288,000",White
Honda,Jazz,1.5,B-Segment,2009,"251,735",กรุงเทพมหานคร,"288,000",Black
Mitsubishi,Lancer Ex,2.0,C-Segment,2009,"217,000",กรุงเทพมหานคร,"288,000",Silver
Nissan,Teana,2.0,D-Segment,2009,"130,784",กรุงเทพมหานคร,"288,000",Blue
Nissan,Teana,2.0,D-Segment,2009,"130,784",กรุงเทพมหานคร,"288,000",Blue
Honda,Civic,1.8,C-Segment,2009,"160,000",กรุงเทพมหานคร,"289,000",Black
Honda,Civic,1.8,C-Segment,2009,"122,739",อุดรธานี,"289,000",Black
Honda,Civic,1.8,C-Segment,2009,"185,156",กรุงเทพมหานคร,"289,000",Black
Honda,Civic,1.8,C-Segment,2009,"171,254",เชียงใหม่,"289,000",Black
Honda,Civic,1.8,C-Segment,2009,"140,000",พิษณุโลก,"289,000",Gray
Toyota,Vios,1.5,B-Segment,2009,"110,000",สกลนคร,"289,000",White
Nissan,Teana,2.5,D-Segment,2009,"133,670",ราชบุรี,"289,000",Black
Toyota,Camry,2.4,D-Segment,2009,"350,499",ระยอง,"289,000",Black
Honda,City,1.5,B-Segment,2009,"160,000",กรุงเทพมหานคร,"289,000",Black
Honda,City,1.5,B-Segment,2009,"160,000",กรุงเทพมหานคร,"289,000",Black
Honda,Jazz,1.5,B-Segment,2009,"208,543",ปทุมธานี,"290,000",White
Honda,Jazz,1.5,B-Segment,2009,"130,000",สมุทรปราการ,"290,000",White
Honda,Jazz,1.5,B-Segment,2009,"185,241",กรุงเทพมหานคร,"294,000",Yellow
Honda,Jazz,1.5,B-Segment,2009,"185,241",กรุงเทพมหานคร,"294,000",Yellow
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"295,000",Gray
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"295,000",Gray
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"295,000",Cyan
Honda,Jazz,1.5,B-Segment,2009,"221,886",นครราชสีมา,"295,000",White
Honda,Jazz,1.5,B-Segment,2009,"155,478",กรุงเทพมหานคร,"295,000",White
Honda,Jazz,1.5,B-Segment,2009,"233,191",กรุงเทพมหานคร,"295,000",Black
Toyota,Camry,2.0,D-Segment,2009,"200,000",ชลบุรี,"295,000",Silver
Honda,City,1.5,B-Segment,2009,"124,000",ปทุมธานี,"295,000",Red
Honda,Jazz,1.5,B-Segment,2009,"120,168",ราชบุรี,"297,000",White
Honda,Civic,1.8,C-Segment,2009,"180,000",กรุงเทพมหานคร,"298,000",Black
Nissan,Teana,2.0,D-Segment,2009,"113,879",กรุงเทพมหานคร,"298,000",White
Nissan,Teana,2.0,D-Segment,2009,"113,879",กรุงเทพมหานคร,"298,000",White
Toyota,Camry,2.0,D-Segment,2009,"172,000",กรุงเทพมหานคร,"298,000",Gray
Honda,Jazz,1.5,B-Segment,2009,"168,000",กรุงเทพมหานคร,"298,000",Green
Honda,Jazz,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"298,888",White
Honda,Jazz,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"298,888",White
Honda,Civic,1.8,C-Segment,2009,"161,000",กรุงเทพมหานคร,"299,000",White
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"299,000",White
Honda,Civic,1.8,C-Segment,2009,"161,226",กรุงเทพมหานคร,"299,000",Black
Honda,Civic,1.8,C-Segment,2009,"166,000",ชลบุรี,"299,000",Black
Honda,Civic,1.8,C-Segment,2009,"133,670",พิษณุโลก,"299,000",Black
Honda,Civic,1.8,C-Segment,2009,"235,787",กรุงเทพมหานคร,"299,000",Gray
Honda,Civic,1.8,C-Segment,2009,"170,000",กรุงเทพมหานคร,"299,000",Silver
Honda,Civic,1.8,C-Segment,2009,"192,694",พิษณุโลก,"299,000",Silver
Honda,Civic,1.8,C-Segment,2009,"150,000",กรุงเทพมหานคร,"299,000",Silver
Honda,Jazz,1.5,B-Segment,2009,"159,697",พิษณุโลก,"299,000",White
Nissan,Teana,2.0,D-Segment,2009,"167,999",นนทบุรี,"299,000",White
Nissan,Teana,2.0,D-Segment,2009,"140,000",กรุงเทพมหานคร,"299,000",Black
Honda,Accord,2.0,D-Segment,2009,"180,000",กรุงเทพมหานคร,"299,000",Black
Nissan,Teana,2.0,D-Segment,2009,"130,000",กรุงเทพมหานคร,"299,000",Black
Honda,Accord,2.0,D-Segment,2009,"180,000",กรุงเทพมหานคร,"299,000",Black
Nissan,Teana,2.5,D-Segment,2009,"145,000",กรุงเทพมหานคร,"299,000",Black
Honda,Jazz,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"299,000",Gray
Honda,City,1.5,B-Segment,2009,"133,670",ฉะเชิงเทรา,"299,000",Gray
Toyota,Camry,2.4,D-Segment,2009,"120,000",กรุงเทพมหานคร,"299,000",Gray
Nissan,Teana,2.5,D-Segment,2009,"133,670",กรุงเทพมหานคร,"299,000",Silver
Honda,Jazz,1.5,B-Segment,2009,"120,882",กรุงเทพมหานคร,"299,000",Silver
Honda,Accord,2.0,D-Segment,2009,"156,828",กรุงเทพมหานคร,"299,000",Brown
Nissan,Teana,2.5,D-Segment,2009,"157,000",กรุงเทพมหานคร,"299,000",Brown
Nissan,Teana,2.0,D-Segment,2009,"157,000",กรุงเทพมหานคร,"299,000",Brown
Toyota,Camry,2.0,D-Segment,2009,"173,338",กรุงเทพมหานคร,"308,000",Gray
Toyota,Camry,2.0,D-Segment,2009,"172,000",กรุงเทพมหานคร,"308,000",Gray
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"309,000",White
Honda,Civic,1.8,C-Segment,2009,"150,000",นครราชสีมา,"309,000",Gray
Honda,Jazz,1.5,B-Segment,2009,"134,000",ชลบุรี,"309,000",White
Honda,Jazz,1.5,B-Segment,2009,"137,551",ระยอง,"309,000",Black
Honda,Civic,1.8,C-Segment,2009,"190,000",กรุงเทพมหานคร,"310,000",White
Honda,Civic,1.8,C-Segment,2009,"180,000",สงขลา,"310,000",Black
Honda,Civic,1.8,C-Segment,2009,"99,000",กรุงเทพมหานคร,"310,000",Black
Honda,Civic,2.0,C-Segment,2009,"220,000",ชลบุรี,"315,000",Gray
Honda,Civic,1.8,C-Segment,2009,"185,477",ตรัง,"315,000",Gray
Honda,Civic,1.8,C-Segment,2009,"135,378",กรุงเทพมหานคร,"318,000",White
Honda,Civic,1.8,C-Segment,2009,"100,000",เพชรบุรี,"319,000",Gray
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"319,000",Gray
Honda,Civic,1.8,C-Segment,2009,"291,817",กรุงเทพมหานคร,"319,000",Gray
Honda,Jazz,1.5,B-Segment,2009,"153,751",พระนครศรีอยุธยา,"319,000",White
Toyota,Camry,2.0,D-Segment,2009,"159,000",กรุงเทพมหานคร,"319,000",Gold
Toyota,Camry,2.0,D-Segment,2009,"159,000",กรุงเทพมหานคร,"319,000",Gold
Toyota,Camry,2.4,D-Segment,2009,"270,000",กรุงเทพมหานคร,"320,000",Gray
Toyota,Camry,2.0,D-Segment,2009,"143,451",กรุงเทพมหานคร,"320,000",Silver
Toyota,Camry,2.0,D-Segment,2009,"267,274",เพชรบุรี,"320,000",Silver
Toyota,Camry,2.4,D-Segment,2009,"180,000",กรุงเทพมหานคร,"325,000",Black
Honda,Civic,1.8,C-Segment,2009,"133,670",กรุงเทพมหานคร,"329,000",White
Honda,Civic,1.8,C-Segment,2009,"272,000",กรุงเทพมหานคร,"329,000",Gray
Honda,Civic,1.8,C-Segment,2009,"272,000",กรุงเทพมหานคร,"329,000",Gray
Nissan,Teana,2.5,D-Segment,2009,"133,670",กรุงเทพมหานคร,"329,000",White
Toyota,Camry,2.0,D-Segment,2009,"190,000",กรุงเทพมหานคร,"329,000",Black
Nissan,Teana,2.0,D-Segment,2009,"226,359",กรุงเทพมหานคร,"329,000",Black
Honda,Accord,2.4,D-Segment,2009,"270,000",กรุงเทพมหานคร,"329,000",Gray
Honda,Accord,2.4,D-Segment,2009,"110,000",กรุงเทพมหานคร,"329,000",Gray
Honda,Accord,2.0,D-Segment,2009,"133,670",กรุงเทพมหานคร,"329,000",Silver
Honda,Accord,2.0,D-Segment,2009,"156,828",กรุงเทพมหานคร,"329,000",Gold
Toyota,Camry,2.0,D-Segment,2009,"242,708",กรุงเทพมหานคร,"329,000",Brown
Honda,Civic,1.8,C-Segment,2009,"60,000",กรุงเทพมหานคร,"330,000",White
Toyota,Camry,2.0,D-Segment,2009,"133,670",กรุงเทพมหานคร,"337,000",Silver
Honda,Civic,1.8,C-Segment,2009,"147,423",กาญจนบุรี,"338,000",Gray
Honda,Accord,2.4,D-Segment,2009,"198,303",กรุงเทพมหานคร,"338,000",White
Toyota,Camry,2.0,D-Segment,2009,"190,000",กำแพงเพชร,"338,000",Gray
Honda,Civic,1.8,C-Segment,2009,"250,000",กรุงเทพมหานคร,"339,000",Silver
Honda,Accord,2.0,D-Segment,2009,"453,470",สมุทรสาคร,"339,000",Silver
Honda,Accord,2.0,D-Segment,2009,"185,000",นครราชสีมา,"339,000",Black
Honda,Accord,2.4,D-Segment,2009,"133,670",กรุงเทพมหานคร,"339,000",Silver
Honda,Accord,2.0,D-Segment,2009,"189,000",นนทบุรี,"339,000",Brown
Honda,Accord,2.4,D-Segment,2009,"133,670",กรุงเทพมหานคร,"339,999",Silver
Honda,Accord,2.4,D-Segment,2009,"180,000",กรุงเทพมหานคร,"348,000",Gray
Toyota,Camry,2.0,D-Segment,2009,"133,670",กรุงเทพมหานคร,"349,000",White
Toyota,Camry,2.4,D-Segment,2009,"133,670",พิษณุโลก,"349,000",White
Nissan,Teana,2.0,D-Segment,2009,"110,000",กรุงเทพมหานคร,"349,000",Gray
Toyota,Camry,2.0,D-Segment,2009,"133,670",พิษณุโลก,"349,000",Silver
Toyota,Camry,2.0,D-Segment,2009,"133,670",พิษณุโลก,"349,000",Silver
Honda,Accord,2.4,D-Segment,2009,"90,000",กรุงเทพมหานคร,"349,000",Silver
Toyota,Camry,2.4,D-Segment,2009,"133,670",กรุงเทพมหานคร,"350,000",White
Honda,Civic,1.8,C-Segment,2009,"200,000",กรุงเทพมหานคร,"355,000",White
Toyota,Camry,2.0,D-Segment,2009,"225,085",สงขลา,"355,000",Black
Toyota,Camry,2.0,D-Segment,2009,"225,085",สงขลา,"355,000",Black
Toyota,Camry,2.0,D-Segment,2009,"133,670",กรุงเทพมหานคร,"358,000",Gray
Honda,Civic,1.8,C-Segment,2009,"193,556",กรุงเทพมหานคร,"359,000",White
Honda,Accord,2.0,D-Segment,2009,"176,964",ปราจีนบุรี,"360,000",White
Toyota,Camry,2.4,D-Segment,2009,"133,670",กรุงเทพมหานคร,"368,000",White
Toyota,Camry,2.4,D-Segment,2009,"172,000",เชียงใหม่,"375,000",Black
Honda,Accord,2.4,D-Segment,2009,"133,670",กรุงเทพมหานคร,"380,000",Silver
Toyota,Yaris,1.2,Eco Car,2009,"68,894",กรุงเทพมหานคร,"398,000",Blue
Toyota,Yaris,1.2,Eco Car,2009,"68,894",กรุงเทพมหานคร,"398,000",Blue
Honda,City,1.5,B-Segment,2009,"90,000",กรุงเทพมหานคร,"439,000",Silver
Honda,Jazz,1.5,B-Segment,2009,"133,670",กรุงเทพมหานคร,"550,000",Yellow
Honda,City,1.5,B-Segment,2008,"248,000",กรุงเทพมหานคร,"90,000",Black
Mitsubishi,Lancer,1.6,B-Segment,2008,"290,000",ศรีสะเกษ,"109,900",Black
Nissan,Tiida,1.6,C-Segment,2008,"220,000",กรุงเทพมหานคร,"119,000",Gold
Nissan,Tiida,1.6,C-Segment,2008,"220,000",กรุงเทพมหานคร,"119,000",Gold
Mazda,Mazda3,1.6,C-Segment,2008,"150,000",นนทบุรี,"119,000",Red
Honda,City,1.5,B-Segment,2008,"141,654",พระนครศรีอยุธยา,"135,000",Gray
Nissan,Tiida,1.6,C-Segment,2008,"190,000",กรุงเทพมหานคร,"138,000",Gray
Nissan,Tiida,1.6,C-Segment,2008,"250,000",กรุงเทพมหานคร,"149,000",Silver
Nissan,Tiida,1.6,C-Segment,2008,"170,000",สงขลา,"155,000",White
Toyota,Vios,1.5,B-Segment,2008,"141,654",เชียงใหม่,"155,000",Black
Honda,City,1.5,B-Segment,2008,"141,654",พระนครศรีอยุธยา,"155,000",Gray
Nissan,Tiida,1.6,C-Segment,2008,"147,000",สมุทรปราการ,"159,000",Gold
Honda,City,1.5,B-Segment,2008,"160,000",กรุงเทพมหานคร,"159,000",Gold
Mazda,Mazda3,1.6,C-Segment,2008,"141,654",ชลบุรี,"160,000",Black
Toyota,Vios,1.5,B-Segment,2008,"200,000",แพร่,"160,000",Red
Toyota,Altis,1.6,C-Segment,2008,"160,000",นนทบุรี,"165,000",Black
Toyota,Yaris,1.5,Eco Car,2008,"170,000",แพร่,"165,000",Black
Toyota,Vios,1.5,B-Segment,2008,"85,733",ลำพูน,"165,000",Gray
Toyota,Altis,1.6,C-Segment,2008,"191,000",ชลบุรี,"165,000",Silver
Toyota,Altis,1.6,C-Segment,2008,"234,000",พิจิตร,"165,000",Silver
Honda,City,1.5,B-Segment,2008,"210,000",นนทบุรี,"165,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"180,000",สงขลา,"168,000",Black
Nissan,Tiida,1.8,C-Segment,2008,"188,897",สมุทรสาคร,"169,000",White
Toyota,Vios,1.5,B-Segment,2008,"160,000",กรุงเทพมหานคร,"169,000",Silver
Honda,City,1.5,B-Segment,2008,"180,000",เชียงใหม่,"169,000",Silver
Honda,City,1.5,B-Segment,2008,"141,654",พิษณุโลก,"171,000",Gray
Toyota,Yaris,1.5,Eco Car,2008,"193,000",นนทบุรี,"175,000",White
Toyota,Yaris,1.5,Eco Car,2008,"141,654",เชียงใหม่,"175,000",Black
Toyota,Vios,1.5,B-Segment,2008,"172,000",กรุงเทพมหานคร,"175,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"173,000",กรุงเทพมหานคร,"175,000",Silver
Honda,City,1.5,B-Segment,2008,"141,654",สงขลา,"175,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"180,000",สงขลา,"175,000",Brown
Toyota,Yaris,1.5,Eco Car,2008,"240,000",กรุงเทพมหานคร,"178,000",Gray
Nissan,Tiida,1.8,C-Segment,2008,"190,365",นนทบุรี,"179,000",White
Toyota,Vios,1.5,B-Segment,2008,"181,027",พิษณุโลก,"179,000",Gray
Honda,City,1.5,B-Segment,2008,"120,000",ปทุมธานี,"179,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"256,238",กรุงเทพมหานคร,"179,000",Silver
Mazda,Mazda3,1.6,C-Segment,2008,"140,000",กรุงเทพมหานคร,"180,000",Black
Toyota,Vios,1.5,B-Segment,2008,"100,099",นนทบุรี,"180,000",Silver
Nissan,Teana,2.0,D-Segment,2008,"220,000",สมุทรปราการ,"180,000",Gold
Toyota,Vios,1.5,B-Segment,2008,"220,000",กรุงเทพมหานคร,"185,000",Black
Toyota,Vios,1.5,B-Segment,2008,"317,249",ชัยภูมิ,"185,000",Black
Toyota,Vios,1.5,B-Segment,2008,"180,000",กรุงเทพมหานคร,"185,000",Gray
Toyota,Vios,1.5,B-Segment,2008,"141,654",ปทุมธานี,"185,000",Gray
Toyota,Vios,1.5,B-Segment,2008,"148,376",อ่างทอง,"185,000",Silver
Toyota,Altis,1.6,C-Segment,2008,"325,000",พิจิตร,"185,000",Silver
Nissan,Teana,2.0,D-Segment,2008,"130,000",กรุงเทพมหานคร,"185,000",Silver
Toyota,Altis,1.6,C-Segment,2008,"325,000",พิจิตร,"185,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"120,712",เชียงใหม่,"185,000",Silver
Honda,City,1.5,B-Segment,2008,"120,000",กรุงเทพมหานคร,"187,000",Gray
Toyota,Vios,1.5,B-Segment,2008,"141,654",นครปฐม,"188,000",Gray
Toyota,Altis,1.6,C-Segment,2008,"220,000",ชลบุรี,"188,000",Gray
Toyota,Vios,1.5,B-Segment,2008,"141,654",กรุงเทพมหานคร,"188,000",Gray
Toyota,Camry,2.0,D-Segment,2008,"141,654",บุรีรัมย์,"188,000",Gray
Toyota,Vios,1.5,B-Segment,2008,"177,000",กรุงเทพมหานคร,"188,000",Gold
Toyota,Vios,1.5,B-Segment,2008,"162,347",ชลบุรี,"188,000",Brown
Toyota,Yaris,1.5,Eco Car,2008,"222,575",กรุงเทพมหานคร,"189,000",White
Honda,City,1.5,B-Segment,2008,"180,000",กรุงเทพมหานคร,"189,000",Black
Toyota,Vios,1.5,B-Segment,2008,"241,924",ราชบุรี,"189,000",Black
Toyota,Vios,1.5,B-Segment,2008,"200,000",กรุงเทพมหานคร,"189,000",Black
Toyota,Altis,1.6,C-Segment,2008,"141,654",กรุงเทพมหานคร,"189,000",Silver
Toyota,Altis,1.6,C-Segment,2008,"180,000",พระนครศรีอยุธยา,"189,000",Silver
Toyota,Altis,1.6,C-Segment,2008,"190,000",ชัยภูมิ,"189,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"160,000",กรุงเทพมหานคร,"189,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"141,654",ขอนแก่น,"195,000",Black
Toyota,Yaris,1.5,Eco Car,2008,"181,079",กรุงเทพมหานคร,"195,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"209,000",สงขลา,"195,000",Silver
Toyota,Vios,1.5,B-Segment,2008,"141,654",พิษณุโลก,"198,000",White
Toyota,Vios,1.5,B-Segment,2008,"170,000",กรุงเทพมหานคร,"198,000",Black
Toyota,Vios,1.5,B-Segment,2008,"127,000",กรุงเทพมหานคร,"198,000",Gray
Toyota,Altis,1.6,C-Segment,2008,"233,999",กรุงเทพมหานคร,"198,000",Silver
Honda,Civic,1.8,C-Segment,2008,"212,645",กรุงเทพมหานคร,"199,000",Gray
Toyota,Yaris,1.5,Eco Car,2008,"188,715",นนทบุรี,"199,000",White
Honda,Jazz,1.5,B-Segment,2008,"213,000",กรุงเทพมหานคร,"199,000",Gray
Toyota,Altis,1.6,C-Segment,2008,"260,500",นนทบุรี,"199,000",Gray
Honda,Jazz,1.5,B-Segment,2008,"143,763",กรุงเทพมหานคร,"199,000",Gray
Toyota,Vios,1.5,B-Segment,2008,"141,654",กรุงเทพมหานคร,"199,000",Gold
Mazda,Mazda3,1.6,C-Segment,2008,"100,000",กรุงเทพมหานคร,"199,000",Cyan
Mazda,Mazda3,1.6,C-Segment,2008,"100,000",กรุงเทพมหานคร,"199,000",Cyan
Toyota,Vios,1.5,B-Segment,2008,"141,654",เชียงใหม่,"200,000",Black
Toyota,Vios,1.5,B-Segment,2008,"130,000",สุราษฎร์ธานี,"200,000",Gray
Honda,Civic,1.8,C-Segment,2008,"345,000",ระยอง,"205,000",Black
Toyota,Vios,1.5,B-Segment,2008,"170,000",ปัตตานี,"205,000",Gray
